0.000000000000000000e+00 2.399999999999999911e-01
1.000000000000000000e+00 8.000000000000000167e-02
2.000000000000000000e+00 8.000000000000000167e-02
3.000000000000000000e+00 2.000000000000000111e-01
4.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000000e+00 1.600000000000000033e-01
6.000000000000000000e+00 2.000000000000000111e-01
7.000000000000000000e+00 1.600000000000000033e-01
8.000000000000000000e+00 1.199999999999999956e-01
9.000000000000000000e+00 3.200000000000000067e-01
1.000000000000000000e+01 1.199999999999999956e-01
1.100000000000000000e+01 8.000000000000000167e-02
1.200000000000000000e+01 1.600000000000000033e-01
1.300000000000000000e+01 8.000000000000000167e-02
1.400000000000000000e+01 1.600000000000000033e-01
1.500000000000000000e+01 1.199999999999999956e-01
1.600000000000000000e+01 8.000000000000000167e-02
1.700000000000000000e+01 4.000000000000000083e-02
1.800000000000000000e+01 8.000000000000000167e-02
1.900000000000000000e+01 1.600000000000000033e-01
2.000000000000000000e+01 4.000000000000000083e-02
2.100000000000000000e+01 2.000000000000000111e-01
2.200000000000000000e+01 1.600000000000000033e-01
2.300000000000000000e+01 8.000000000000000167e-02
2.400000000000000000e+01 2.000000000000000111e-01
2.500000000000000000e+01 4.000000000000000083e-02
0.000000000000000000e+00 4.702040816326530370e-01
1.000000000000000000e+00 3.438805970149253488e-01
2.000000000000000000e+00 3.490909090909090629e-01
3.000000000000000000e+00 4.347169811320754640e-01
4.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000000e+00 3.905084745762711917e-01
6.000000000000000000e+00 4.042105263157894091e-01
7.000000000000000000e+00 4.042105263157894091e-01
8.000000000000000000e+00 4.042105263157894091e-01
9.000000000000000000e+00 5.120000000000000107e-01
1.000000000000000000e+01 3.291428571428571259e-01
1.100000000000000000e+01 3.657142857142856585e-01
1.200000000000000000e+01 3.777049180327868849e-01
1.300000000000000000e+01 3.388235294117646901e-01
1.400000000000000000e+01 4.517647058823529016e-01
1.500000000000000000e+01 3.777049180327868849e-01
1.600000000000000000e+01 3.031578947368420707e-01
1.700000000000000000e+01 3.388235294117646901e-01
1.800000000000000000e+01 3.657142857142856585e-01
1.900000000000000000e+01 4.607999999999999874e-01
2.000000000000000000e+01 2.809756097560975330e-01
2.100000000000000000e+01 4.347169811320754640e-01
2.200000000000000000e+01 4.042105263157894091e-01
2.300000000000000000e+01 3.113513513513513353e-01
2.400000000000000000e+01 4.702040816326530370e-01
2.500000000000000000e+01 3.388235294117646901e-01
0.000000000000000000e+00 1.519682539682539746e-01
1.000000000000000000e+00 1.706349206349206185e-02
2.000000000000000000e+00 9.595238095238097648e-03
3.000000000000000000e+00 9.800793650793653000e-02
4.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000000e+00 9.094444444444443887e-02
6.000000000000000000e+00 1.009603174603174724e-01
7.000000000000000000e+00 5.763492063492062917e-02
8.000000000000000000e+00 6.861111111111110883e-02
9.000000000000000000e+00 2.944047619047618913e-01
1.000000000000000000e+01 1.797619047619047547e-02
1.100000000000000000e+01 7.087301587301587415e-03
1.200000000000000000e+01 7.657142857142858194e-02
1.300000000000000000e+01 8.166666666666667559e-03
1.400000000000000000e+01 1.068571428571428589e-01
1.500000000000000000e+01 4.576984126984126600e-02
1.600000000000000000e+01 0.000000000000000000e+00
1.700000000000000000e+01 0.000000000000000000e+00
1.800000000000000000e+01 0.000000000000000000e+00
1.900000000000000000e+01 6.592857142857143360e-02
2.000000000000000000e+01 0.000000000000000000e+00
2.100000000000000000e+01 1.189047619047619159e-01
2.200000000000000000e+01 9.450000000000001454e-02
2.300000000000000000e+01 5.309523809523809118e-03
2.400000000000000000e+01 1.037380952380952542e-01
2.500000000000000000e+01 0.000000000000000000e+00
0.000000000000000000e+00 3.487262599026199617e-01
1.000000000000000000e+00 9.546653578206244772e-02
2.000000000000000000e+00 1.092408177805119368e-01
3.000000000000000000e+00 2.584079581029097294e-01
4.000000000000000000e+00 3.765106260175131756e-19
5.000000000000000000e+00 1.772749248516125031e-01
6.000000000000000000e+00 1.818452358756070808e-01
7.000000000000000000e+00 2.214049832504133564e-01
8.000000000000000000e+00 1.615409688650907283e-01
9.000000000000000000e+00 3.901604213050772763e-01
1.000000000000000000e+01 1.268588193500629624e-01
1.100000000000000000e+01 1.281429644231312781e-01
1.200000000000000000e+01 1.368665052191471720e-01
1.300000000000000000e+01 1.014249682805958702e-01
1.400000000000000000e+01 2.341097307998437349e-01
1.500000000000000000e+01 1.445593756269505648e-01
1.600000000000000000e+01 8.131630608387105386e-02
1.700000000000000000e+01 9.423014207204273573e-02
1.800000000000000000e+01 1.784535234029327733e-01
1.900000000000000000e+01 2.943371337583188252e-01
2.000000000000000000e+01 4.281497226755898167e-02
2.100000000000000000e+01 2.704600155630607627e-01
2.200000000000000000e+01 2.098295204717904316e-01
2.300000000000000000e+01 6.797029822262247445e-02
2.400000000000000000e+01 3.082431986421057535e-01
2.500000000000000000e+01 9.423014207204273573e-02
