Knoten,Grad-Zentralität,Nähe-Zentralität,Zwischen-Zentralität
549, 0.0256959  , 0.148773 , 0.000329864 
550, 0.0192719  , 0.144874 , 4.73523e-05 
551, 0.0235546  , 0.148726 , 0.000336663 
552, 0.0289079  , 0.156922 , 0.000931732 
553, 0.0256959  , 0.162633 , 0.00149343  
554, 0.0256959  , 0.148773 , 0.000394227 
555, 0.0278373  , 0.159904 , 0.00093299  
556, 0.0192719  , 0.144874 , 5.9845e-05  
557, 0.0331906  , 0.14894  , 0.000569929 
558, 0.0235546  , 0.14079  , 2.08467e-05 
559, 0.0246253  , 0.162604 , 0.00155156  
560, 0.0203426  , 0.162491 , 0.000984558 
561, 0.0224839  , 0.156764 , 0.000562581 
562, 0.0278373  , 0.159904 , 0.00119678  
563, 0.0182013  , 0.144851 , 9.46568e-05 
564, 0.0224839  , 0.156764 , 0.0012689   
565, 0.0267666  , 0.162661 , 0.00116421  
566, 0.0117773  , 0.140557 , 5.88476e-06 
567, 0.0203426  , 0.156711 , 0.000620722 
568, 0.0214133  , 0.16252  , 0.00125206  
569, 0.0214133  , 0.16252  , 0.000799891 
570, 0.0289079  , 0.159932 , 0.00122291  
571, 0.0192719  , 0.144874 , 0.000139931 
572, 0.0235546  , 0.15679  , 0.000811327 
573, 0.0256959  , 0.159849 , 0.00105699  
574, 0.0267666  , 0.148797 , 0.000397991 
575, 0.0203426  , 0.140726 , 1.70665e-05 
576, 0.0192719  , 0.161257 , 0.00121642  
577, 0.0117773  , 0.152839 , 0.000872141 
578, 0.012848   , 0.151304 , 0.000266602 
579, 0.0171306  , 0.159576 , 0.00277095  
580, 0.0139186  , 0.159495 , 0.00222237  
581, 0.01606    , 0.143361 , 1.55814e-05 
582, 0.0149893  , 0.151353 , 0.000273368 
583, 0.01606    , 0.15533  , 0.000900235 
584, 0.0182013  , 0.169818 , 0.0351626   
585, 0.0171306  , 0.154049 , 0.000770578 
586, 0.0203426  , 0.166607 , 0.00404386  
587, 0.0182013  , 0.170718 , 0.0301321   
588, 0.0171306  , 0.151402 , 0.00061713  
589, 0.0117773  , 0.149536 , 0.000175591 
590, 0.01606    , 0.159549 , 0.00261596  
591, 0.0149893  , 0.15925  , 0.0266896   
592, 0.01606    , 0.166488 , 0.00347895  
593, 0.0182013  , 0.152989 , 0.00124494  
594, 0.0149893  , 0.156109 , 0.00165083  
595, 0.0182013  , 0.163258 , 0.021848    
596, 0.01606    , 0.14956  , 0.00046816  
597, 0.0182013  , 0.160343 , 0.00232338  
598, 0.0139186  , 0.155278 , 0.000587305 
599, 0.0171306  , 0.161201 , 0.00105095  
600, 0.01606    , 0.162774 , 0.00287844  
601, 0.0203426  , 0.156764 , 0.0017833   
602, 0.0149893  , 0.155304 , 0.000714117 
603, 0.0139186  , 0.156083 , 0.00164914  
604, 0.0149893  , 0.157133 , 0.000694877 
605, 0.012848   , 0.16109  , 0.000657675 
606, 0.0267666  , 0.183497 , 0.00167557  
607, 0.0267666  , 0.183677 , 0.00217009  
608, 0.0289079  , 0.18755  , 0.00343333  
609, 0.0267666  , 0.190807 , 0.00223465  
610, 0.0289079  , 0.196922 , 0.00329045  
611, 0.0214133  , 0.183317 , 0.00232277  
612, 0.0246253  , 0.178551 , 0.000517254 
613, 0.0267666  , 0.197881 , 0.00442277  
614, 0.0267666  , 0.176393 , 0.000677006 
615, 0.0235546  , 0.183389 , 0.00109003  
616, 0.0246253  , 0.1943   , 0.00350634  
617, 0.0214133  , 0.179064 , 0.000941624 
618, 0.0256959  , 0.190263 , 0.00110303  
619, 0.0246253  , 0.182743 , 0.000738118 
620, 0.0224839  , 0.195684 , 0.0322243   
621, 0.0224839  , 0.194017 , 0.00295752  
622, 0.0246253  , 0.183245 , 0.0307909   
623, 0.0214133  , 0.173606 , 0.000273863 
624, 0.0224839  , 0.185797 , 0.00152907  
625, 0.0235546  , 0.202779 , 0.0424734   
626, 0.0171306  , 0.177769 , 0.00069494  
627, 0.0235546  , 0.177702 , 0.0010318   
628, 0.0267666  , 0.178074 , 0.000884932 
629, 0.0278373  , 0.185317 , 0.00122554  
630, 0.0267666  , 0.185501 , 0.00270632  
631, 0.0256959  , 0.196301 , 0.00370511  
632, 0.0246253  , 0.18196  , 0.00159667  
633, 0.0214133  , 0.190612 , 0.00163449  
634, 0.0224839  , 0.171849 , 0.000212764 
635, 0.0203426  , 0.175663 , 0.000329417 
636, 0.0289079  , 0.193415 , 0.0421954   
637, 0.0289079  , 0.186278 , 0.00168601  
638, 0.0267666  , 0.181571 , 0.00151364  
639, 0.0192719  , 0.177803 , 0.000402234 
640, 0.0224839  , 0.185317 , 0.0289369   
641, 0.0214133  , 0.183677 , 0.000894961 
642, 0.0224839  , 0.190147 , 0.00250966  
643, 0.0321199  , 0.192657 , 0.00469834  
644, 0.0246253  , 0.189529 , 0.00201898  
645, 0.0278373  , 0.189145 , 0.00164661  
646, 0.0267666  , 0.191668 , 0.00258784  
647, 0.0267666  , 0.199062 , 0.0310181   
648, 0.0203426  , 0.167925 , 1.63233e-05 
649, 0.0246253  , 0.194583 , 0.0388976   
650, 0.0267666  , 0.185024 , 0.00123551  
651, 0.0224839  , 0.180413 , 0.000747378 
652, 0.0289079  , 0.182994 , 0.00145532  
653, 0.0246253  , 0.190885 , 0.00156709  
654, 0.0192719  , 0.167024 , 6.12538e-05 
655, 0.0256959  , 0.199105 , 0.0327935   
656, 0.0203426  , 0.184987 , 0.00142574  
657, 0.0246253  , 0.19434  , 0.0301455   
658, 0.0224839  , 0.19434  , 0.00185026  
659, 0.0246253  , 0.182208 , 0.00111711  
660, 0.0182013  , 0.175202 , 0.000326089 
661, 0.0246253  , 0.192419 , 0.00145668  
662, 0.0192719  , 0.181183 , 0.000768104 
663, 0.0267666  , 0.196507 , 0.00299239  
664, 0.0182013  , 0.166994 , 6.00657e-05 
665, 0.0192719  , 0.18495  , 0.0015183   
666, 0.0246253  , 0.188079 , 0.00162881  
667, 0.0267666  , 0.192498 , 0.00181199  
668, 0.0214133  , 0.177263 , 0.000485892 
669, 0.0182013  , 0.175202 , 0.000288251 
670, 0.0192719  , 0.170812 , 0.000202057 
671, 0.0224839  , 0.177095 , 0.00067165  
672, 0.0224839  , 0.195234 , 0.0208239   
673, 0.0235546  , 0.181324 , 0.000905222 
674, 0.0182013  , 0.175663 , 0.000370247 
675, 0.0203426  , 0.19226  , 0.00152092  
676, 0.0256959  , 0.199402 , 0.0321666   
677, 0.0192719  , 0.183209 , 0.000966459 
678, 0.0278373  , 0.184112 , 0.0186126   
679, 0.0267666  , 0.190379 , 0.00238219  
680, 0.0235546  , 0.183605 , 0.00112309  
681, 0.0224839  , 0.173929 , 0.000234979 
682, 0.012848   , 0.179236 , 0.000459749 
683, 0.0256959  , 0.194868 , 0.00231681  
684, 0.0235546  , 0.17903  , 0.0013956   
685, 0.0224839  , 0.169142 , 0.000143071 
686, 0.0203426  , 0.188231 , 0.00143568  
687, 0.0214133  , 0.185024 , 0.00153532  
688, 0.0246253  , 0.181641 , 0.000912264 
689, 0.0246253  , 0.212032 , 0.0393288   
690, 0.0224839  , 0.176793 , 0.000817714 
691, 0.0182013  , 0.181148 , 0.000761821 
692, 0.0171306  , 0.179546 , 0.000529635 
693, 0.0214133  , 0.186316 , 0.00102893  
694, 0.0235546  , 0.184549 , 0.000942712 
695, 0.0289079  , 0.169326 , 0.000246861 
696, 0.0192719  , 0.160785 , 0.000309309 
697, 0.0182013  , 0.152216 , 1.61186e-05 
698, 0.0182013  , 0.165222 , 0.000656947 
699, 0.0182013  , 0.165222 , 0.000629218 
700, 0.01606    , 0.157531 , 0.000259874 
701, 0.0171306  , 0.173994 , 0.00130711  
702, 0.0192719  , 0.152241 , 1.75824e-05 
703, 0.0214133  , 0.189876 , 0.0411398   
704, 0.0203426  , 0.168683 , 0.000942623 
705, 0.0182013  , 0.165603 , 0.000397306 
706, 0.0235546  , 0.178415 , 0.00195475  
707, 0.0214133  , 0.170594 , 0.00156183  
708, 0.0235546  , 0.175729 , 0.00146316  
709, 0.0203426  , 0.182031 , 0.0194921   
710, 0.0171306  , 0.169326 , 0.00111901  
711, 0.0182013  , 0.157584 , 0.000209796 
712, 0.0139186  , 0.173897 , 0.000884985 
713, 0.0235546  , 0.175729 , 0.00126047  
714, 0.0203426  , 0.16528  , 0.000613784 
715, 0.0203426  , 0.159959 , 0.00034284  
716, 0.0214133  , 0.176526 , 0.021541    
717, 0.0224839  , 0.152316 , 3.63816e-05 
718, 0.0149893  , 0.1738   , 0.0010678   
719, 0.0192719  , 0.175597 , 0.0011581   
720, 0.0235546  , 0.175729 , 0.00173546  
721, 0.0267666  , 0.175828 , 0.00185941  
722, 0.0149893  , 0.157504 , 0.000196055 
723, 0.0224839  , 0.170625 , 0.00130356  
724, 0.0246253  , 0.182994 , 0.026284    
725, 0.0224839  , 0.16572  , 0.000608048 
726, 0.0171306  , 0.173994 , 0.00102754  
727, 0.0224839  , 0.170004 , 0.000867972 
728, 0.0246253  , 0.174221 , 0.00195043  
729, 0.0182013  , 0.157584 , 0.000171344 
730, 0.0149893  , 0.160674 , 0.000241961 
731, 0.0267666  , 0.174156 , 0.00166271  
732, 0.0149893  , 0.164727 , 0.000484033 
733, 0.0192719  , 0.165251 , 0.000730348 
734, 0.0214133  , 0.174124 , 0.00149856  
735, 0.0171306  , 0.173187 , 0.000511142 
736, 0.0192719  , 0.169264 , 0.000712897 
737, 0.0203426  , 0.175432 , 0.000832701 
738, 0.0214133  , 0.175795 , 0.00114169  
739, 0.01606    , 0.185797 , 0.0124439   
740, 0.0149893  , 0.173123 , 0.000532349 
741, 0.0192719  , 0.180658 , 0.00149985  
742, 0.0171306  , 0.190185 , 0.0408352   
743, 0.0182013  , 0.179512 , 0.00260996  
744, 0.0182013  , 0.181359 , 0.00264292  
745, 0.0139186  , 0.167504 , 0.000319835 
746, 0.0203426  , 0.195971 , 0.0316453   
747, 0.0182013  , 0.174841 , 0.00109406  
748, 0.0139186  , 0.180448 , 0.00207243  
749, 0.0182013  , 0.174939 , 0.00231621  
750, 0.0214133  , 0.181535 , 0.0224274   
751, 0.0203426  , 0.182315 , 0.00163795  
752, 0.0192719  , 0.180693 , 0.00137018  
753, 0.0171306  , 0.194179 , 0.0260077   
754, 0.0171306  , 0.174972 , 0.0267249   
755, 0.01606    , 0.174775 , 0.00057039  
756, 0.012848   , 0.166133 , 0.000179976 
757, 0.0192719  , 0.178483 , 0.00197465  
758, 0.0182013  , 0.177263 , 0.000975581 
759, 0.0214133  , 0.170407 , 0.000440921 
760, 0.0203426  , 0.180693 , 0.00157116  
761, 0.0214133  , 0.17322  , 0.00261596  
762, 0.01606    , 0.167865 , 0.000499842 
763, 0.0139186  , 0.18755  , 0.00295691  
764, 0.0171306  , 0.167594 , 0.000328545 
765, 0.0203426  , 0.184366 , 0.00248328  
766, 0.0203426  , 0.177129 , 0.00140923  
767, 0.0192719  , 0.180763 , 0.00146946  
768, 0.0149893  , 0.162265 , 8.26282e-05 
769, 0.00963597 , 0.160123 , 4.48381e-06 
770, 0.0224839  , 0.185982 , 0.000798247 
771, 0.0299786  , 0.197505 , 0.00185077  
772, 0.0278373  , 0.182493 , 0.00027236  
773, 0.0246253  , 0.189992 , 0.00125927  
774, 0.0278373  , 0.205999 , 0.0283445   
775, 0.0246253  , 0.189107 , 0.00123868  
776, 0.0299786  , 0.194583 , 0.00189093  
777, 0.0289079  , 0.195153 , 0.00176046  
778, 0.0256959  , 0.191786 , 0.00100877  
779, 0.0224839  , 0.184585 , 0.000659158 
780, 0.0310493  , 0.19953  , 0.00290045  
781, 0.0278373  , 0.192657 , 0.0017199   
782, 0.0256959  , 0.199573 , 0.0332046   
783, 0.0278373  , 0.19713  , 0.00186307  
784, 0.0299786  , 0.196507 , 0.054118    
785, 0.0246253  , 0.177364 , 0.000239978 
786, 0.0289079  , 0.198049 , 0.00150291  
787, 0.0224839  , 0.200817 , 0.00242078  
788, 0.0278373  , 0.193696 , 0.00150901  
789, 0.0246253  , 0.184476 , 0.000362124 
790, 0.0235546  , 0.199445 , 0.0139391   
791, 0.0278373  , 0.190302 , 0.000987924 
792, 0.0246253  , 0.187062 , 0.000517057 
793, 0.0235546  , 0.191511 , 0.00142222  
794, 0.0278373  , 0.198977 , 0.04314     
795, 0.0267666  , 0.193736 , 0.0019383   
796, 0.0224839  , 0.182779 , 0.000466097 
797, 0.0214133  , 0.202252 , 0.00273321  
798, 0.0246253  , 0.182994 , 0.000452111 
799, 0.0310493  , 0.19763  , 0.0559976   
800, 0.0289079  , 0.188839 , 0.00192006  
801, 0.0342612  , 0.200472 , 0.00189814  
802, 0.0235546  , 0.184658 , 0.000730274 
803, 0.0267666  , 0.194058 , 0.00155568  
804, 0.0289079  , 0.192142 , 0.00175191  
805, 0.0267666  , 0.193215 , 0.00206577  
806, 0.0203426  , 0.190807 , 0.0009336   
807, 0.0342612  , 0.19503  , 0.00185612  
808, 0.0267666  , 0.191984 , 0.00118259  
809, 0.0224839  , 0.181008 , 0.000220799 
810, 0.0256959  , 0.192063 , 0.00119952  
811, 0.0289079  , 0.196384 , 0.00183595  
812, 0.0256959  , 0.199872 , 0.00215022  
813, 0.0256959  , 0.186464 , 0.000454293 
814, 0.0267666  , 0.209089 , 0.0450023   
815, 0.0256959  , 0.207925 , 0.0343398   
816, 0.0256959  , 0.196054 , 0.00213141  
817, 0.0278373  , 0.211599 , 0.0470897   
818, 0.0235546  , 0.191668 , 0.00128425  
819, 0.0224839  , 0.189491 , 0.00113803  
820, 0.0203426  , 0.157345 , 0.0028388   
821, 0.01606    , 0.171628 , 0.0516538   
822, 0.0182013  , 0.143892 , 0.000745652 
823, 0.0171306  , 0.157266 , 0.0034466   
824, 0.0139186  , 0.143803 , 0.000367295 
825, 0.0192719  , 0.15128  , 0.00210169  
826, 0.0182013  , 0.143892 , 0.000601582 
827, 0.0149893  , 0.151182 , 0.00176733  
828, 0.0182013  , 0.157292 , 0.0027538   
829, 0.0192719  , 0.143914 , 0.000682345 
830, 0.0214133  , 0.13663  , 3.29606e-05 
831, 0.0203426  , 0.143936 , 0.000471064 
832, 0.0171306  , 0.151231 , 0.00201212  
833, 0.0139186  , 0.143803 , 0.000276943 
834, 0.0192719  , 0.143914 , 0.000470947 
835, 0.0171306  , 0.143869 , 0.000517079 
836, 0.0182013  , 0.143892 , 0.000666461 
837, 0.0149893  , 0.157213 , 0.00275631  
838, 0.00963597 , 0.13641  , 4.70415e-06 
839, 0.0192719  , 0.155667 , 0.0279918   
840, 0.0107066  , 0.13643  , 7.32734e-06 
841, 0.0171306  , 0.13655  , 1.90323e-05 
842, 0.0182013  , 0.13657  , 2.41668e-05 
843, 0.012848   , 0.13647  , 1.13599e-05 
844, 0.0149893  , 0.13651  , 1.08524e-05 
845, 0.0214133  , 0.143958 , 0.000563323 
846, 0.0149893  , 0.13651  , 1.44102e-05 
847, 0.01606    , 0.151206 , 0.00132218  
848, 0.0182013  , 0.157292 , 0.00312     
849, 0.01606    , 0.151206 , 0.0015688   
850, 0.0214133  , 0.157372 , 0.00327824  
851, 0.0203426  , 0.151304 , 0.00200748  
852, 0.0182013  , 0.157292 , 0.00394852  
853, 0.0149893  , 0.151182 , 0.00125541  
854, 0.01606    , 0.154253 , 0.00166495  
855, 0.0171306  , 0.16148  , 0.00169505  
856, 0.0214133  , 0.161592 , 0.00306498  
857, 0.0117773  , 0.143076 , 8.24969e-06 
858, 0.0139186  , 0.14312  , 1.13593e-05 
859, 0.0192719  , 0.151599 , 0.00101077  
860, 0.0214133  , 0.15438  , 0.00181238  
861, 0.012848   , 0.143098 , 1.13315e-05 
862, 0.0171306  , 0.151821 , 0.000667063 
863, 0.0149893  , 0.161034 , 0.00289281  
864, 0.0149893  , 0.16343  , 0.00326184  
865, 0.0192719  , 0.163544 , 0.00430055  
866, 0.0192719  , 0.145778 , 0.00036888  
867, 0.0139186  , 0.146166 , 0.000151167 
868, 0.0214133  , 0.161201 , 0.00490018  
869, 0.0149893  , 0.151771 , 0.000684049 
870, 0.01606    , 0.143164 , 1.68683e-05 
871, 0.01606    , 0.164119 , 0.00190749  
872, 0.0139186  , 0.181712 , 0.0621868   
873, 0.0139186  , 0.150282 , 0.0148403   
874, 0.0139186  , 0.161007 , 0.00315083  
875, 0.0171306  , 0.168228 , 0.0303366   
876, 0.01606    , 0.14571  , 0.000238256 
877, 0.0139186  , 0.151747 , 0.000626265 
878, 0.0171306  , 0.172071 , 0.0356768   
879, 0.01606    , 0.143164 , 1.76593e-05 
880, 0.01606    , 0.161062 , 0.00390419  
881, 0.0171306  , 0.151821 , 0.000505495 
882, 0.0117773  , 0.143076 , 9.72983e-06 
883, 0.0203426  , 0.161564 , 0.002164    
884, 0.01606    , 0.146212 , 0.000303721 
885, 0.0171306  , 0.145733 , 0.000280313 
886, 0.0267666  , 0.188155 , 0.0262596   
887, 0.0192719  , 0.18639  , 0.000797004 
888, 0.0267666  , 0.189722 , 0.00102344  
889, 0.0256959  , 0.206227 , 0.00440817  
890, 0.0192719  , 0.187852 , 0.000425065 
891, 0.0278373  , 0.19155  , 0.00265812  
892, 0.0246253  , 0.188725 , 0.00104562  
893, 0.0224839  , 0.186987 , 0.000771124 
894, 0.0246253  , 0.192339 , 0.00168042  
895, 0.0214133  , 0.199872 , 0.0492388   
896, 0.0256959  , 0.192776 , 0.00245081  
897, 0.0246253  , 0.18375  , 0.00062326  
898, 0.0299786  , 0.211839 , 0.0601949   
899, 0.0353319  , 0.209042 , 0.00511562  
900, 0.0235546  , 0.19069  , 0.000977161 
901, 0.0299786  , 0.184694 , 0.000818306 
902, 0.0310493  , 0.184731 , 0.000895107 
903, 0.0278373  , 0.19659  , 0.0021935   
904, 0.0267666  , 0.191747 , 0.00079249  
905, 0.0267666  , 0.200688 , 0.00229434  
906, 0.0289079  , 0.199573 , 0.00337303  
907, 0.0289079  , 0.183894 , 0.000640664 
908, 0.0235546  , 0.194624 , 0.0247839   
909, 0.0321199  , 0.193455 , 0.00175415  
910, 0.0235546  , 0.196756 , 0.0020174   
911, 0.0289079  , 0.199615 , 0.0649269   
912, 0.0235546  , 0.19763  , 0.00277972  
913, 0.0214133  , 0.174026 , 1.92505e-05 
914, 0.0256959  , 0.189683 , 0.000743738 
915, 0.0246253  , 0.186539 , 0.00123219  
916, 0.0267666  , 0.183569 , 0.000364533 
917, 0.0224839  , 0.187965 , 0.000722191 
918, 0.0192719  , 0.183353 , 0.000607813 
919, 0.0203426  , 0.180239 , 0.000486922 
920, 0.0331906  , 0.201684 , 0.00354406  
921, 0.0267666  , 0.188496 , 0.000620299 
922, 0.0267666  , 0.192697 , 0.0022049   
923, 0.0278373  , 0.193295 , 0.00156575  
924, 0.0289079  , 0.197421 , 0.00332963  
925, 0.0246253  , 0.189376 , 0.00188293  
926, 0.0246253  , 0.196549 , 0.00227241  
927, 0.0289079  , 0.191472 , 0.00224287  
928, 0.0267666  , 0.203043 , 0.0580002   
929, 0.0267666  , 0.211408 , 0.0753605   
930, 0.0214133  , 0.186763 , 0.000989064 
931, 0.0267666  , 0.194179 , 0.00123071  
932, 0.0214133  , 0.179961 , 0.000390662 
933, 0.0246253  , 0.190185 , 0.00106056  
934, 0.0224839  , 0.178108 , 0.000224756 
